DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
CL;306896;CR.P.CONV;AGLAEZINHA IV, COMUN INFANTIL;CAMPO LIMPO;M'BOI MIRIM;;RUA AGLAÊ REIS;377   ;JARDIM CLARICE;05870010;58726816;;;Ativa;43;JARDIM ANGELA;4302;35381007;35381007;;18-fev-08;2007.0.361.340.1;18-fev-08;;22-out-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23679179;-46772367;CON;28-dez-17
BT;306897;CR.P.CONV;JOAO DE BARRO;BUTANTA;BUTANTA;;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;5985  ;JARDIM ESMERALDA;05564200;;;;Ativa;65;RAPOSO TAVARES;6504;35390690;35390690;;28-dez-07;2007.0.358.760.5;28-dez-07;;05-mai-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23598217;-46781338;CON;28-dez-17
G;306898;CR.P.CONV;ARCANJO MIGUEL E GABRIEL;GUAIANASES;CIDADE TIRADENTES;;RUA ANDRÉ RÉGIO;83    ;VILA IOLANDA II;08473310;25188829;;;Ativa;25;CIDADE TIRADENTES;2502;35389473;35389473;;28-dez-07;2007.0.281.420.9;28-dez-07;;13-set-14;DOCE VITORIA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23579349;-46387667;CON;28-dez-17
IQ;306901;CR.P.CONV;UNIAO;ITAQUERA;ITAQUERA;;RUA JUÇARAL;539   ;PARADA XV DE NOVEMBRO;08246106;20562493;20712642;;Ativa;37;ITAQUERA;3704;35391190;35391190;;27-mar-08;2008.0.017.685.1;27-mar-08;;17-set-14;FUTURO DO AMANHA I;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23530047;-46433504;CON;28-dez-17
IQ;306902;CR.P.CONV;DOCE LAR DO IRMAO BENEDITO;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA CAGUASSU;119   ;JARDIM NOVO CARRÃO;03908180;27223657;;;Ativa;04;ARICANDUVA;0404;35806973;35806973;;28-mar-08;2007.0.357.269.1;28-mar-08;;20-dez-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23581142;-46503213;CON;28-dez-17
CS;306903;CR.P.CONV;SAO SIMAO;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA ERWIN FUHRMANN;34    ;JARDIM VARGINHA;04857000;55278156;;;Ativa;30;GRAJAU;3015;35382700;35382700;;01-abr-08;2007.0.354.639.9;01-abr-08;01-mai-08;10-dez-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23782116;-46682416;CON;28-dez-17
IQ;306906;CR.P.CONV;FAMILIA FRUTO FIEL;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA MINERIOS ATOMICOS;89    ;VILA ANTONIETA;03476020;20592932;;;Ativa;04;ARICANDUVA;0403;35391761;35391761;;31-mar-08;2007.0.326.215.3;31-mar-08;;07-out-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23577212;-46513941;CON;28-dez-17
PE;306908;CR.P.CONV;NOSSO LAR XV;PENHA;PENHA;;RUA MACIEL MONTEIRO;70    ;VILA SANTA TERESA (ZONA LESTE);03566000;22175001;;22175001;Ativa;05;ARTUR ALVIM;0502;35385153;35385153;;02-abr-08;2007.0.311.929.6;02-abr-08;02-mai-08;04-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23536189;-46490901;CON;28-dez-17
CL;306909;CR.P.CONV;KOLPING;CAMPO LIMPO;CAMPO LIMPO;;AVENIDA PADRE ADOLFO KOLPING;28    ;JARDIM CATANDUVA;05767510;58415265;58424098;58415266;Ativa;17;CAMPO LIMPO;1704;35292643;35292643;;14-abr-08;2007.0.335.982.3;14-abr-08;;28-ago-15;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23634503;-46759820;CON;28-dez-17
BT;306910;CR.P.CONV;IPE;BUTANTA;BUTANTA;;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;5985  ;JARDIM ESMERALDA;05564200;37826709;;37826709;Ativa;65;RAPOSO TAVARES;6504;35391220;35391220;;03-abr-08;2008.0.077.734.3;03-abr-08;03-abr-08;05-mai-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23598217;-46781338;CON;28-dez-17
FO;306911;CR.P.CONV;CRIANCA FELIZ;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA DOUTOR JOAQUIM DAQUINO FONSECA;227   ;SÍTIO DO MANDAQUI;02542080;22082415;;;Ativa;21;CASA VERDE;2101;35376243;35376243;;17-abr-08;200703481338;17-abr-08;12-mai-08;03-abr-12;CLUBE DE MAES DA CASA VERDE ALTA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23486199;-46661006;CON;28-dez-17
MP;306913;CR.P.CONV;SONHO MAGICO;SAO MIGUEL;ITAIM PAULISTA;;RUA JOÃO DE CASTILHO PINTO;88    ;ITAIM PAULISTA;08120370;3678-1378;;;Ativa;36;ITAIM PAULISTA;3605;35385585;35385585;;14-abr-08;2007.0.305.060.1;14-abr-08;16-jun-08;27-jun-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23503747;-46394294;CON;28-dez-17
PJ;306914;CR.P.CONV;CORA CORALINA;PIRITUBA;PIRITUBA;;ESTRADA DAS TAIPAS;2640  ;JARDIM RINCÃO;02991000;3917 8048;;;Ativa;42;JARAGUA;4205;35391657;35391657;;14-abr-08;2008.0.007.276.2;14-abr-08;;07-ago-12;ALMERINDA SANTOS;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23436871;-46728187;CON;28-dez-17
IP;306916;CR.P.CONV;JOSEFA JULIA;IPIRANGA;IPIRANGA;;RUA ALENCAR ARARIPE;1415  ;SACOMÃ;04253000;20837708;;;Ativa;68;SACOMA;6801;35380829;35380829;;14-abr-08;2007.0.353.063.8;14-abr-08;02-abr-09;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23619966;-46595990;CON;28-dez-17
FO;306917;CR.P.CONV;OIKOS;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA GENERAL SOSA TRIGO;98    ;PARQUE ITABERABA;02764090;39235946;;;Ativa;29;FREGUESIA DO O;2907;35376966;35376966;;18-abr-08;2007.0.200.871.7;18-abr-08;01-ago-08;05-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23479495;-46676188;CON;28-dez-17
SA;306918;ESC.PART.;PRINCIPIO CENTRO EDUC.;SANTO AMARO;SANTO AMARO;;RUA PAJAÚ;109   ;VILA ANHANGÜERA;04673000;;;;Ativa;16;CAMPO GRANDE;1601;35293854;35293854;;24-abr-08;139;24-abr-08;;24-abr-08;PRINCIPIO CENTRO EDUC. UNID II;;;;;;;;;;;;;;;;;;;;;;;-23588385;-46621686;;28-dez-17
IP;306919;CR.P.CONV;IPIRANGA;IPIRANGA;IPIRANGA;;RUA PAULO BARBOSA;197   ;IPIRANGA;04201080;38062744;;;Ativa;34;IPIRANGA;3402;35391918;35391918;;11-fev-08;2007.0.375.401.3;11-fev-08;07-fev-08;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23572296;-46605807;CON;28-dez-17
PE;306921;ESC.PART.;VIRTUAL COLEGIO DE EDUCACAO INFANTIL;PENHA;PENHA;;RUA TOUTINEGRA;105   ;VILA MARIETA;03621030;26822019;;;Ativa;59;PENHA;5903;35164422;35164422;;30-abr-08;11;30-abr-08;;30-abr-08;;;;;;;;;;;;;;;;;;;;;;;;-23451951;-46665927;;28-dez-17
JT;306923;ESC.PART.;NOSSO MUNDO E.E.I.;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;;RUA DA GÁVEA;308   ;VILA MARIA;02121020;;;;Ativa;89;VILA MARIA;8905;35807000;35807000;;16-abr-08;14;16-abr-08;;16-abr-08;;;;;;;;;;;;;;;;;;;;;;;;-23510969;-46590440;;28-dez-17
BT;306924;CR.P.CONV;SAO CESARIO;BUTANTA;BUTANTA;;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;5985  ;JARDIM ESMERALDA;05564200;37842618;;37842618;Ativa;65;RAPOSO TAVARES;6504;35391273;35391273;;03-abr-08;2008.0.017.739.4;03-abr-08;;04-mai-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23598217;-46781338;CON;28-dez-17
IQ;306925;CR.P.CONV;JOAO FERNANDES I;ITAQUERA;ITAQUERA;;RUA LUÍS NORBERTO FREIRE;155   ;JARDIM BRASÍLIA (ZONA LESTE);03585150;22177475;;;Ativa;24;CIDADE LIDER;2405;35391736;35391736;;23-abr-08;2008.0.014.643.0;23-abr-08;;10-set-13;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23568217;-46491152;CON;28-dez-17
G;306926;CR.P.CONV;O PEQUENO MUNDO DE ELLEN;GUAIANASES;GUAIANASES;;RUA DOMINGOS LEITÃO;3     ;LAJEADO;08452220;25525894;;995593321;Ativa;96;LAJEADO;9602;35388245;35388245;;24-abr-08;2007.0.368.187.3;24-abr-08;;11-set-14;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23536049;-46396085;CON;28-dez-17
FO;306928;CR.P.CONV;ANJO AZUL;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;AVENIDA DEPUTADO CANTÍDIO SAMPAIO;1374  ;VILA SOUZA;02860001;38593961;;;Ativa;11;BRASILANDIA;1106;35387290;35387290;;09-mai-08;2008.0.057.355.9;09-mai-08;09-mai-08;10-abr-12;BELEM;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23464388;-46679656;CON;28-dez-17
FO;306930;CR.P.CONV;CANTINHO DA SERRA III;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA PROFESSOR SYLVIO MARCONDES MACHADO;300   ;JARDIM SANTA CRUZ (ZONA NORTE);02674040;39853557;;39854386;Ativa;13;CACHOEIRINHA;1302;35388324;35388324;;20-mai-08;2007.0.353.212.6;20-mai-08;16-jun-08;30-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23460536;-46667808;CON;28-dez-17
G;306931;CR.P.CONV;TUQUINHA;GUAIANASES;GUAIANASES;;RUA ALVORADA DE MINAS;100   ;PARQUE GUAIANAZES;08431570;25116352;25575144;;Ativa;96;LAJEADO;9606;35390604;35390604;;20-mai-08;2007.0.317.497.1;20-mai-08;;22-set-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23528025;-46414366;CON;28-dez-17
G;306932;CR.P.CONV;MISSAO DIVINA;GUAIANASES;GUAIANASES;;RUA LUÍS DE SOUSA;1000  ;VILA MARILENA;08411370;25543198;;;Ativa;31;GUAIANASES;3101;35391244;35391244;;20-mai-08;2007.0.300.571.1;20-mai-08;;03-jul-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23555152;-46413921;CON;28-dez-17
FO;306933;CR.P.CONV;ADONIRAN BARBOSA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA JOÃO RODRIGUES CHAVES;238   ;VILA NINA;02834170;39212281;39219942;;Ativa;11;BRASILANDIA;1109;35388737;35388737;;28-mai-08;2008.0.088.005.2;28-mai-08;30-jun-08;13-jul-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23475422;-46695301;CON;28-dez-17
IQ;306934;CR.P.CONV;THEREZINHA HELENA;ITAQUERA;ITAQUERA;;RUA BATALHA DE CATALÃO;26    ;CIDADE LÍDER;08280390;27411324;;;Ativa;24;CIDADE LIDER;2403;35432969;35432969;;27-mai-08;2007.0.394.637.0;27-mai-08;;20-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23560497;-46473502;CON;28-dez-17
SM;306935;CR.P.CONV;SONIA MARIA SILVESTRINI DE OLIVEIRA, PROFA;SAO MATEUS;SAO MATEUS;;RUA BANDEIRA DE ARACAMBI;202   ;JARDIM RODOLFO PIRANI;08310010;2059-6462;;;Ativa;75;SAO RAFAEL;7503;35391050;35391050;;16-mai-08;2008.0.024.963.8;16-mai-08;;25-jun-09;SONIA MARIA SILVESTRINI DE OLIVEIRA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23629479;-46462043;CON;28-dez-17
FO;306936;CR.P.CONV;PRINCESINHA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA ANTÔNIO SUSINI;65    ;JARDIM PRINCESA;02856100;39233890;39233890;;Ativa;11;BRASILANDIA;1104;35388701;35388701;;22-mai-08;2005.0.198.646.0;22-mai-08;20-mai-08;05-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23451619;-46692541;CON;28-dez-17
JT;306937;CR.P.CONV;ASBEN III;JACANA/TREMEMBE;SANTANA/TUCURUVI;;AVENIDA ULTRAMARINO;909   ;LAUZANE PAULISTA;02441001;22330329;;;Ativa;51;MANDAQUI;5102;35390586;35390586;;02-jun-08;2008.0.093.287.7;02-jun-08;;10-dez-11;VILA AMALIA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23470779;-46642059;CON;28-dez-17
CS;306938;CR.P.CONV;MARIA FONSECA LAGO, DONA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA BRENO BERSA;24    ;JARDIM ALMEIDA PRADO;04854230;55267275;;;Ativa;30;GRAJAU;3005;35483060;35483060;;09-jun-08;2007.0.127.472.3;09-jun-08;23-mar-12;05-out-13;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;INTEGR;INTEGR;;-23775200;-46690452;CON;28-dez-17
SA;306939;ESC.PART.;TANGRAM;SANTO AMARO;CIDADE ADEMAR;;RUA BAQUIRIVU;519   ;CIDADE ADEMAR;04404030;;;;Ativa;22;CIDADE ADEMAR;2203;35293982;35293982;;17-jun-08;207;10-jun-08;;17-jun-08;;;;;;;;;;;;;;;;;;;;;;;;-23670037;-46658921;;28-dez-17
FO;306940;ESC.PART.;TOMAS ELIOTY;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA ANTÔNIO VERA CRUZ;501   ;CASA VERDE ALTA;02555010;;;;Ativa;21;CASA VERDE;2101;35294263;35294263;;23-jun-08;22;23-jun-08;;25-jun-08;;;;;;;;;;;;;;;;;;;;;;;;-23494531;-46666743;;28-dez-17
MP;306942;CR.P.CONV;MONTANHA DO SABER I;SAO MIGUEL;ITAIM PAULISTA;;RUA PIRACATINGA;37    ;JARDIM CAMARGO NOVO;08121430;21568507;;;Ativa;36;ITAIM PAULISTA;3606;35390616;35390616;;11-jun-08;2007.0.286.432.0;11-jun-08;22-jul-08;13-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23501181;-46383047;CON;28-dez-17
MP;306943;CR.P.CONV;ANJINHO DO CEU II;SAO MIGUEL;SAO MIGUEL;;AVENIDA AFONSO LOPES DE BAIÃO;819   ;VILA CAROLINA;08040000;;;;Ativa;74;SAO MIGUEL;7407;35391773;35391773;;30-mai-08;2008.0.131.304.6;30-mai-08;28-jun-08;;PERSEVERANCA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23502189;-46447951;CON;28-dez-17
MP;306944;CR.P.CONV;VIRTUDE DA CRIANCA II;SAO MIGUEL;SAO MIGUEL;;RUA TORIXORÉU;14    ;PARQUE SONIA;08020010;;;;Ativa;74;SAO MIGUEL;7407;35391797;35391797;;06-jun-08;2008.0.114.755.3;06-jun-08;02-jun-08;13-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23499163;-46444467;CON;28-dez-17
IP;306946;CR.P.CONV;ABRACAR;IPIRANGA;VILA MARIANA;;RUA MAJOR FREIRE;274   ;VILA MONTE ALEGRE;04304110;22752171;;;Ativa;77;SAUDE;7703;35391612;35391612;;20-jun-08;2008.0.118.924.8;20-jun-08;20-jun-08;22-mai-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23627491;-46637855;CON;28-dez-17
MP;306947;CR.P.CONV;ESPACO VIDA CRIATIVA;SAO MIGUEL;SAO MIGUEL;;AVENIDA AFONSO LOPES DE BAIÃO;1545  ;VILA CAROLINA;08040000;20516128;;;Ativa;74;SAO MIGUEL;7407;35391207;35391207;;20-mai-08;2008.0.024.041.0;20-mai-08;03-set-08;16-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23507402;-46444854;CON;28-dez-17
SA;306948;CR.P.CONV;MANTO AZUL;SANTO AMARO;CIDADE ADEMAR;;RUA ANTONIO DOS SANTOS ROCHA;281   ;VILA MARARI;04402170;;;55648044;Ativa;22;CIDADE ADEMAR;2202;35391840;35391840;;25-jun-08;2007.0.231.617.9;25-jun-08;;01-dez-10;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23668881;-46662958;CON;28-dez-17
CL;306949;CR.P.CONV;AUGUSTO DE OLIVEIRA;CAMPO LIMPO;CAMPO LIMPO;;RUA LEOPOLDINO JOSÉ DE CAMARGO;551   ;PARQUE ARARIBA;05778240;55121228;;;Ativa;17;CAMPO LIMPO;1703;35395249;35395249;;16-jul-08;2007.0.258.713.0;16-jul-08;;21-dez-11;JEFFERSON LOPES FUDA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23640833;-46750995;CON;28-dez-17
CL;306950;CR.P.CONV;VALE ENCANTADO;CAMPO LIMPO;M'BOI MIRIM;;RUA CAPITANIAS HEREDITÁRIAS;848   ;JARDIM NOVO SANTO AMARO;05820120;58911877;;;Ativa;46;JARDIM SAO LUIS;4602;35393964;35393964;;01-jul-08;2008.0.051.147.2;01-jul-08;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23668941;-46739662;CON;28-dez-17
PJ;306951;CR.P.CONV;LOUIS MARIE, IRMA;PIRITUBA;PIRITUBA;;RUA FRAGATA CONSTITUIÇÃO;63    ;PARQUE TAIPAS;02986080;39411493;;;Ativa;42;JARAGUA;4208;35429028;35429028;;19-jun-08;2008.0.084.136.7;19-jun-08;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23435052;-46715417;CON;28-dez-17
G;306953;CR.P.CONV;EFRAIM;GUAIANASES;GUAIANASES;;AVENIDA NORDESTINA;5100  ;GUAIANAZES;08431410;20355023;;;Ativa;96;LAJEADO;9607;35392947;35392947;;16-jun-08;2008.0.115.762.1;16-jun-08;;13-set-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23522399;-46418547;CON;28-dez-17
CL;306957;CR.P.CONV;CEDRINHO IV;CAMPO LIMPO;M'BOI MIRIM;;RUA GUILHERME VALENTE;131   ;JARDIM VERGUEIRO;05818280;55147792;;58913060;Ativa;46;JARDIM SAO LUIS;4602;35429235;35429235;;01-jul-08;2007.0.335.974.2;01-jul-08;;03-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23663227;-46735687;CON;28-dez-17
IQ;306958;CR.P.CONV;JORGE LUIZ PRESCILIANO;ITAQUERA;ITAQUERA;;RUA VICTÓRIO SANTIM;2442  ;ITAQUERA;08290001;25241816;;;Ativa;37;ITAQUERA;3702;35428978;35428978;;16-jul-08;2008.0.028.929.0;16-jul-08;09-mai-13;10-out-14;MAURO SILVIO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23552949;-46448230;CON;28-dez-17
IQ;306959;CR.P.CONV;JOSE AUGUSTO;ITAQUERA;ITAQUERA;;RUA LINCOLN JUNQUEIRA;35    ;JARDIM SÃO PEDRO;08420660;25576928;;;Ativa;47;JOSE BONIFACIO;4702;35432982;35432982;;18-jul-08;2008.0.052.063.3;18-jul-08;;18-set-14;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23548112;-46430255;CON;28-dez-17
G;306960;CR.P.CONV;CANTINHO FELIZ;GUAIANASES;GUAIANASES;;RUA DOUTOR JOÃO LEAL DA COSTA;273   ;JARDIM SÃO PAULO(ZONA LESTE);08461460;20167725;;;Ativa;31;GUAIANASES;3104;35393061;35393061;;28-mai-08;2007.0.317.502.1;28-mai-08;;13-set-14;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23560419;-46406197;CON;28-dez-17
PJ;306963;CR.P.CONV;DORINHA, TIA;PIRITUBA;PIRITUBA;;RUA ÁGUIA;59    ;JARDIM SHANGRILÁ (ZONA NORTE);02990160;39417013;;;Ativa;42;JARAGUA;4206;35429004;35429004;;16-jul-08;2008.0.000.206.3;16-jul-08;;14-dez-12;ANAIDE BEIRIZ;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23427295;-46728789;CON;28-dez-17
G;306964;CR.P.CONV;YVETTE ORTEGA;GUAIANASES;GUAIANASES;;RUA PERO PERES;10    ;VILA CRUZEIRO;08460020;20169087;;;Ativa;31;GUAIANASES;3103;35408268;35408268;;18-jul-08;2008.0.111.962.2;18-jul-08;;29-mai-12;YVETE ORTEGA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23545911;-46405778;CON;28-dez-17
PJ;306965;CR.P.CONV;ESPACO DA CRIANCA II;PIRITUBA;LAPA;;RUA CAPELA DE SANTANA;37    ;JARDIM MARISA;05108000;36226767;;;Ativa;40;JAGUARA;4001;35421856;35421856;;21-jul-08;2008.0.150.660.0;21-jul-08;;02-dez-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23510314;-46760120;CON;28-dez-17
G;306966;CR.P.CONV;JOSE PROFETA MARCILINO;GUAIANASES;GUAIANASES;;RUA IRMÃOS MURGEL;634   ;VILA CRUZEIRO;08412030;25527677;;;Ativa;31;GUAIANASES;3103;35407896;35407896;;24-jul-08;2008.0.137.525.4;24-jul-08;;17-ago-13;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23545937;-46405907;CON;28-dez-17
PJ;306967;ESC.PART.;ESPACO APRENDER;PIRITUBA;LAPA;;RUA BARÃO DA PASSAGEM;1228  ;BELA ALIANÇA;05087000;;;;Ativa;88;VILA LEOPOLDINA;8802;35163077;35163077;;13-ago-08;87;04-ago-08;;;;;;;;;;;;;;;;;;;;;;;;;;-23523353;-46730333;;28-dez-17
MP;306968;CR.P.CONV;ACONCHEGO DO BEBE;SAO MIGUEL;ITAIM PAULISTA;;RUA ALFREDO MOREIRA PINTO;349   ;VILA SIMONE;08110220;;;;Ativa;36;ITAIM PAULISTA;3604;35417361;35417361;;18-jul-08;2008.0.021.396.0;18-jul-08;21-jan-09;01-ago-14;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23501563;-46400339;CON;28-dez-17
