"status";"general_jedi_encarregado";"estatura_cm";"massa_em_kilos"
"Apto";"Mace Windu";180,19;84,2
"Apto";"Aayla Secura";181,05;83,75
"Defeituoso";"Yoda";180,34;83,13
"Apto";"Shaak Ti";180,44;84,11
"Defeituoso";"Shaak Ti";180,3;83,33
"Defeituoso";"Yoda";180,49;83,07
"Apto";"Shaak Ti";180,33;83,67
"Apto";"Shaak Ti";181,12;83,17
"Defeituoso";"Shaak Ti";180,45;83,08
"Apto";"Shaak Ti";180,23;83,94
"Apto";"Obi-Wan Kenobi";180,23;83,49
"Apto";"Obi-Wan Kenobi";180,59;83,34
"Defeituoso";"Shaak Ti";180,3;83,26
"Apto";"Mace Windu";180,73;83,46
"Apto";"Mace Windu";180,63;83,81
"Apto";"Aayla Secura";180,65;83,35
"Apto";"Yoda";180,62;83,07
"Defeituoso";"Yoda";180,5;83,1
"Defeituoso";"Shaak Ti";180,45;83,24
"Apto";"Shaak Ti";180,7;83,1
"Apto";"Shaak Ti";180,69;84,32
"Apto";"Mace Windu";180,81;83,79
"Apto";"Yoda";180,32;84,27
"Apto";"Mace Windu";180,89;83,44
"Defeituoso";"Yoda";180,38;83,31
"Defeituoso";"Yoda";180,25;83,39
"Apto";"Obi-Wan Kenobi";180,5;83,46
"Apto";"Shaak Ti";181,05;83,79
"Apto";"Obi-Wan Kenobi";180,79;84,22
"Apto";"Yoda";181,1;83,94
"Apto";"Aayla Secura";180,07;84,22
"Apto";"Aayla Secura";180,24;83,02
"Apto";"Yoda";180,34;83,85
"Apto";"Mace Windu";180,34;84,15
"Apto";"Obi-Wan Kenobi";180,11;83,79
"Apto";"Mace Windu";180,58;84,25
"Apto";"Shaak Ti";180,71;84,26
"Defeituoso";"Yoda";180,36;83,05
"Apto";"Yoda";180,17;84,44
"Apto";"Mace Windu";180,94;83,65
"Apto";"Mace Windu";180,2;83,66
"Apto";"Aayla Secura";181,02;83,65
"Apto";"Aayla Secura";180,39;84,22
"Apto";"Yoda";180,6;83,41
"Apto";"Shaak Ti";181,12;83,24
"Apto";"Shaak Ti";180;84,33
"Apto";"Yoda";180,58;83,35
"Apto";"Obi-Wan Kenobi";180,46;84,42
"Apto";"Shaak Ti";180,09;83,46
"Apto";"Aayla Secura";181,03;83,39
"Apto";"Mace Windu";180,88;83,27
"Apto";"Shaak Ti";181,14;83,96
"Apto";"Obi-Wan Kenobi";180,15;84,06
"Defeituoso";"Shaak Ti";180,55;83,13
"Apto";"Aayla Secura";181,15;83,77
"Apto";"Obi-Wan Kenobi";180,28;84,2
"Apto";"Mace Windu";180,91;83,36
"Apto";"Mace Windu";180,42;83,81
"Apto";"Shaak Ti";181,16;83,8
"Apto";"Yoda";180,15;83,89
"Apto";"Aayla Secura";180,13;84,21
"Apto";"Obi-Wan Kenobi";180,4;84,13
"Apto";"Aayla Secura";180,41;84,29
"Apto";"Yoda";180,29;83,6
"Apto";"Yoda";180,32;83,75
"Apto";"Yoda";180,22;84,25
"Apto";"Yoda";180,77;83,28
"Apto";"Aayla Secura";180,39;83,06
"Apto";"Aayla Secura";181,11;83,42
"Apto";"Mace Windu";180,6;84,07
"Apto";"Shaak Ti";180,22;83,47
"Apto";"Shaak Ti";180,8;83,96
"Apto";"Aayla Secura";180,31;83,28
"Apto";"Shaak Ti";180,32;83,95
"Apto";"Obi-Wan Kenobi";180,98;83,45
"Apto";"Yoda";180,67;84,18
"Defeituoso";"Shaak Ti";180,27;83,29
"Apto";"Shaak Ti";180,35;83,8
"Defeituoso";"Shaak Ti";180,26;83,34
"Apto";"Yoda";180,16;83,07
"Apto";"Mace Windu";180,76;84,41
"Apto";"Shaak Ti";180,21;84,4
"Apto";"Yoda";180,61;83,27
"Apto";"Obi-Wan Kenobi";180,49;83,8
"Apto";"Aayla Secura";180,07;83,07
"Apto";"Mace Windu";180,55;84,08
"Apto";"Mace Windu";181,02;84,1
"Apto";"Mace Windu";180,2;83,99
"Defeituoso";"Shaak Ti";180,38;83,36
"Apto";"Aayla Secura";181,01;83,95
"Apto";"Mace Windu";180,03;83,57
"Apto";"Mace Windu";180,27;83,98
"Apto";"Aayla Secura";180,15;83,01
"Apto";"Mace Windu";180,57;83,54
"Apto";"Aayla Secura";180,2;83,71
"Apto";"Mace Windu";181,07;83,69
"Apto";"Mace Windu";180,11;83,95
"Apto";"Aayla Secura";180,58;84,12
"Defeituoso";"Shaak Ti";180,39;83,29
"Apto";"Obi-Wan Kenobi";181,07;83,36
"Apto";"Yoda";181,19;83,07
"Apto";"Mace Windu";180,03;83,24
"Apto";"Obi-Wan Kenobi";180,39;83,65
"Apto";"Shaak Ti";180,13;83,45
"Apto";"Obi-Wan Kenobi";181,02;83,86
"Apto";"Shaak Ti";180,32;83,99
"Apto";"Aayla Secura";181,08;83,63
"Apto";"Aayla Secura";180,79;83,15
"Apto";"Aayla Secura";180,42;83,06
"Apto";"Obi-Wan Kenobi";180,81;84,24
"Apto";"Obi-Wan Kenobi";180,7;83,3
"Apto";"Aayla Secura";181,05;83,35
"Apto";"Shaak Ti";180,79;83,18
"Apto";"Shaak Ti";180,06;84,23
"Apto";"Mace Windu";181,13;83,18
"Defeituoso";"Yoda";180,48;83,25
"Apto";"Yoda";180,07;84,2
"Apto";"Shaak Ti";180,64;83,12
"Apto";"Aayla Secura";181,12;83,93
"Apto";"Shaak Ti";180,24;83,74
"Apto";"Mace Windu";180,74;84,46
"Apto";"Aayla Secura";181,06;84,13
"Apto";"Obi-Wan Kenobi";180,82;84,32
"Apto";"Obi-Wan Kenobi";180,59;84,28
"Apto";"Obi-Wan Kenobi";180,45;83,19
"Apto";"Obi-Wan Kenobi";180,78;84,1
"Apto";"Shaak Ti";180,36;83,44
"Apto";"Yoda";180,96;84,03
"Apto";"Obi-Wan Kenobi";181,07;83,67
"Defeituoso";"Shaak Ti";180,28;83,02
"Apto";"Yoda";181,19;83,74
"Apto";"Yoda";180,61;83,47
"Apto";"Aayla Secura";180,72;83,92
"Apto";"Obi-Wan Kenobi";181,12;83,19
"Apto";"Mace Windu";181,11;83,73
"Apto";"Mace Windu";180,94;83,61
"Apto";"Shaak Ti";181,06;83,56
"Apto";"Yoda";180,86;83,06
"Apto";"Obi-Wan Kenobi";181;83,24
"Apto";"Mace Windu";180,5;83,47
"Apto";"Yoda";180,27;83,47
"Apto";"Shaak Ti";180,22;84,03
"Apto";"Aayla Secura";180,33;84,08
"Apto";"Shaak Ti";180,2;84,17
"Apto";"Obi-Wan Kenobi";180,42;83,86
"Apto";"Yoda";181,14;84,48
"Apto";"Mace Windu";180,75;83,22
"Apto";"Obi-Wan Kenobi";180,72;83,62
"Defeituoso";"Shaak Ti";180,47;83,28
"Apto";"Yoda";180,66;83,79
"Apto";"Obi-Wan Kenobi";180,29;84,33
"Apto";"Aayla Secura";180,41;83,56
"Defeituoso";"Shaak Ti";180,43;83,31
"Apto";"Aayla Secura";180,78;83,19
"Apto";"Mace Windu";181,04;84,23
"Defeituoso";"Yoda";180,45;83,32
"Apto";"Shaak Ti";180,27;83,48
"Apto";"Obi-Wan Kenobi";180,64;83,29
"Apto";"Aayla Secura";180,1;83,25
"Apto";"Shaak Ti";180,48;83,75
"Apto";"Mace Windu";180,64;83,19
"Apto";"Aayla Secura";181,17;84,43
"Apto";"Mace Windu";180,95;84,16
"Apto";"Aayla Secura";180,99;83,77
"Apto";"Mace Windu";180,88;84,27
"Apto";"Aayla Secura";180,49;84,06
"Apto";"Mace Windu";180,19;83
"Apto";"Obi-Wan Kenobi";180,7;84,3
"Defeituoso";"Yoda";180,3;83,27
"Apto";"Obi-Wan Kenobi";180,43;83,17
"Defeituoso";"Shaak Ti";180,54;83,29
"Apto";"Obi-Wan Kenobi";180,93;83,9
"Apto";"Mace Windu";180,22;83,42
"Apto";"Obi-Wan Kenobi";181,02;83,71
"Apto";"Aayla Secura";180,24;84,46
"Apto";"Shaak Ti";181,05;83,13
"Apto";"Yoda";180,58;83,59
"Apto";"Yoda";180,38;84,34
"Apto";"Aayla Secura";181,18;83,49
"Defeituoso";"Shaak Ti";180,43;83,23
"Apto";"Yoda";180,16;84,04
"Apto";"Aayla Secura";180,46;84,1
"Apto";"Mace Windu";180,14;83,99
"Apto";"Obi-Wan Kenobi";180,77;83,44
"Apto";"Obi-Wan Kenobi";180,95;83,09
"Apto";"Aayla Secura";180,11;84,19
"Apto";"Mace Windu";180,63;83,26
"Apto";"Mace Windu";181,12;83,59
"Apto";"Mace Windu";180,04;83,57
"Apto";"Aayla Secura";180,99;84,11
"Apto";"Aayla Secura";180,67;84,07
"Apto";"Obi-Wan Kenobi";180,87;84,12
"Apto";"Obi-Wan Kenobi";181,1;83,67
"Defeituoso";"Shaak Ti";180,44;83,22
"Apto";"Aayla Secura";180,18;83,13
"Apto";"Yoda";181,14;83,55
"Apto";"Yoda";180,31;84,22
"Apto";"Obi-Wan Kenobi";180,74;84,29
"Apto";"Yoda";180,64;83,15
"Defeituoso";"Yoda";180,44;83,25
"Apto";"Aayla Secura";180,07;84,38
"Apto";"Yoda";181,05;83,22
"Apto";"Shaak Ti";181,14;84,27
"Apto";"Aayla Secura";180,23;83,6
"Apto";"Obi-Wan Kenobi";180,78;83,98
"Defeituoso";"Shaak Ti";180,54;83,26
"Apto";"Mace Windu";180,15;83,43
"Apto";"Shaak Ti";180,63;83,78
"Apto";"Mace Windu";181,14;84,16
"Apto";"Shaak Ti";180,4;83,68
"Apto";"Obi-Wan Kenobi";180,35;83,52
"Apto";"Shaak Ti";180,35;83,49
"Defeituoso";"Yoda";180,32;83,1
"Apto";"Mace Windu";180,46;83,82
"Defeituoso";"Shaak Ti";180,33;83,33
"Apto";"Aayla Secura";181,15;84,33
"Apto";"Yoda";180,46;83,53
"Apto";"Shaak Ti";180,8;83,93
"Apto";"Shaak Ti";180,83;84,21
"Apto";"Yoda";180,14;84,15
"Apto";"Obi-Wan Kenobi";180,21;83,63
"Apto";"Yoda";180,32;83,4
"Defeituoso";"Shaak Ti";180,4;83,07
"Apto";"Mace Windu";180,68;83,91
"Apto";"Obi-Wan Kenobi";180,26;83,53
"Defeituoso";"Yoda";180,25;83,39
"Defeituoso";"Shaak Ti";180,3;83,24
"Apto";"Shaak Ti";180,77;83,47
"Apto";"Shaak Ti";180,34;83,7
"Apto";"Obi-Wan Kenobi";180,53;83,07
"Defeituoso";"Yoda";180,32;83,17
"Apto";"Obi-Wan Kenobi";180,69;83,89
"Apto";"Shaak Ti";180,05;83,48
"Apto";"Shaak Ti";180,23;84,04
"Apto";"Yoda";180,47;83,72
"Defeituoso";"Yoda";180,49;83,24
"Apto";"Obi-Wan Kenobi";181,14;83,57
"Apto";"Yoda";180,44;84,3
"Apto";"Shaak Ti";181,08;83,48
"Apto";"Shaak Ti";180,31;84,11
"Apto";"Mace Windu";180,42;84,17
"Apto";"Aayla Secura";180,89;83,83
"Defeituoso";"Yoda";180,52;83,14
"Apto";"Shaak Ti";180,24;83,69
"Apto";"Yoda";181,18;83,51
"Apto";"Obi-Wan Kenobi";180,72;84,19
"Apto";"Mace Windu";181,04;83,16
"Apto";"Aayla Secura";180,94;83,91
"Apto";"Yoda";181,01;84,06
"Apto";"Yoda";180,33;84,21
"Apto";"Mace Windu";180,88;83,27
"Defeituoso";"Shaak Ti";180,49;83,2
"Defeituoso";"Yoda";180,26;83,14
"Apto";"Obi-Wan Kenobi";180,05;83,76
"Apto";"Mace Windu";181,02;83,32
"Apto";"Aayla Secura";180,11;83,47
"Apto";"Mace Windu";181,11;84,07
"Defeituoso";"Yoda";180,32;83,23
"Apto";"Obi-Wan Kenobi";180,35;83,46
"Apto";"Shaak Ti";180,23;84,27
"Apto";"Yoda";180,85;84,08
"Apto";"Aayla Secura";180,39;83,2
"Apto";"Aayla Secura";181;83,63
"Apto";"Obi-Wan Kenobi";180,69;83,4
"Apto";"Obi-Wan Kenobi";180,38;83,55
"Apto";"Shaak Ti";180,97;83,08
"Apto";"Yoda";181,1;83,65
"Apto";"Shaak Ti";180,62;83,38
"Apto";"Obi-Wan Kenobi";180,27;84,08
"Apto";"Yoda";180,09;84,49
"Apto";"Aayla Secura";180,59;83,63
"Apto";"Obi-Wan Kenobi";180,44;84,13
"Defeituoso";"Shaak Ti";180,42;83,02
"Apto";"Shaak Ti";180,7;83,82
"Apto";"Aayla Secura";180,82;83,65
"Apto";"Aayla Secura";180,48;84,28
"Apto";"Obi-Wan Kenobi";180,15;83,72
"Apto";"Obi-Wan Kenobi";180,88;83,01
"Apto";"Mace Windu";180,82;84,05
"Apto";"Obi-Wan Kenobi";180,41;84,47
"Apto";"Yoda";180,96;83,68
"Apto";"Mace Windu";180,34;84,34
"Apto";"Mace Windu";180,65;84,27
"Apto";"Mace Windu";180,87;83,64
"Apto";"Mace Windu";180,89;84,24
"Apto";"Aayla Secura";180,88;83,17
"Apto";"Mace Windu";181,07;83,02
"Apto";"Yoda";180,34;83,61
"Apto";"Shaak Ti";180,91;83,55
"Apto";"Aayla Secura";180,96;83,35
"Apto";"Mace Windu";180,05;84,01
"Apto";"Obi-Wan Kenobi";180,97;83,94
"Apto";"Yoda";180,37;83,45
"Apto";"Mace Windu";180,97;84,03
"Apto";"Shaak Ti";181,13;84,27
"Apto";"Obi-Wan Kenobi";181,14;83,41
"Apto";"Aayla Secura";180,51;83,96
"Apto";"Mace Windu";181,11;83,68
"Apto";"Aayla Secura";180,93;83,34
"Apto";"Mace Windu";180,86;83,89
"Apto";"Shaak Ti";180,02;84,1
"Apto";"Obi-Wan Kenobi";181,04;84,18
"Apto";"Mace Windu";180,83;83,73
"Defeituoso";"Shaak Ti";180,37;83,15
"Apto";"Obi-Wan Kenobi";180,9;83,83
"Apto";"Shaak Ti";180,67;83,02
"Defeituoso";"Shaak Ti";180,31;83,07
"Apto";"Mace Windu";180,25;83,24
"Apto";"Mace Windu";181,01;83,45
"Apto";"Yoda";181,07;84,45
"Apto";"Yoda";180,59;84
"Apto";"Yoda";181,18;83,48
"Apto";"Mace Windu";180,67;83,83
"Defeituoso";"Shaak Ti";180,49;83,03
"Apto";"Obi-Wan Kenobi";180,32;84,37
"Apto";"Aayla Secura";180,26;84,36
"Apto";"Mace Windu";181,06;83,13
"Apto";"Yoda";181,03;83,02
"Apto";"Mace Windu";180,7;83,91
"Apto";"Obi-Wan Kenobi";181,03;84,18
"Apto";"Yoda";180,44;84,42
"Apto";"Obi-Wan Kenobi";180,38;84,34
"Apto";"Yoda";180,74;84,18
"Apto";"Yoda";180,04;83,76
"Apto";"Obi-Wan Kenobi";180,91;83,9
"Apto";"Obi-Wan Kenobi";180,79;83,95
"Apto";"Aayla Secura";180,79;83,92
"Apto";"Shaak Ti";180,85;84,44
"Apto";"Mace Windu";180,39;84,06
"Apto";"Aayla Secura";180,96;83,98
"Apto";"Shaak Ti";181,08;83,84
"Apto";"Obi-Wan Kenobi";180,83;83,07
"Apto";"Yoda";181,11;83,08
"Defeituoso";"Yoda";180,43;83,07
"Apto";"Mace Windu";180,53;83,13
"Apto";"Shaak Ti";180,96;83,95
"Apto";"Mace Windu";180,09;84,11
"Apto";"Yoda";180,57;84,1
"Apto";"Obi-Wan Kenobi";180,27;84,44
"Apto";"Yoda";180,67;84,09
"Apto";"Aayla Secura";181,01;83,66
"Apto";"Obi-Wan Kenobi";180,42;83,27
"Defeituoso";"Yoda";180,33;83,34
"Apto";"Shaak Ti";180,13;83,64
"Apto";"Aayla Secura";181,08;83,2
"Apto";"Mace Windu";180,23;83,1
"Apto";"Yoda";181,04;83,16
"Apto";"Shaak Ti";180,3;84
"Apto";"Mace Windu";181,01;83,23
"Apto";"Mace Windu";180,12;84,21
"Apto";"Mace Windu";180,54;84,3
"Apto";"Yoda";180,39;84,32
"Apto";"Shaak Ti";180,34;83,61
"Apto";"Aayla Secura";180,15;84,4
"Apto";"Obi-Wan Kenobi";180,74;84,14
"Apto";"Shaak Ti";181,05;84,02
"Apto";"Mace Windu";180,71;83,15
"Apto";"Mace Windu";180,13;84,07
"Apto";"Shaak Ti";181,06;83,86
"Apto";"Obi-Wan Kenobi";180,52;84,35
"Apto";"Yoda";181,01;83,15
"Apto";"Obi-Wan Kenobi";180,99;83,93
"Apto";"Shaak Ti";180,53;83,88
"Apto";"Yoda";181,18;83,12
"Apto";"Obi-Wan Kenobi";180,37;84,1
"Apto";"Mace Windu";180,54;83,51
"Apto";"Mace Windu";180,42;84,12
"Apto";"Yoda";180,32;83,57
"Apto";"Aayla Secura";181,13;84,14
"Apto";"Mace Windu";180,99;84,36
"Apto";"Yoda";180,22;83,32
"Apto";"Yoda";180,41;84,4
"Apto";"Mace Windu";181,04;83,43
"Apto";"Shaak Ti";180,92;83,62
"Apto";"Yoda";180,64;83,94
"Apto";"Mace Windu";180,07;83,61
"Apto";"Aayla Secura";181,16;83,13
"Apto";"Aayla Secura";181,09;83,46
"Apto";"Mace Windu";180,29;84,16
"Apto";"Aayla Secura";180,07;84,39
"Defeituoso";"Shaak Ti";180,48;83,14
"Apto";"Shaak Ti";181,18;83,36
"Apto";"Aayla Secura";180,86;83,33
"Apto";"Yoda";180,5;83,83
"Apto";"Aayla Secura";180,72;84,15
"Apto";"Shaak Ti";180,04;83,27
"Defeituoso";"Yoda";180,49;83,04
"Apto";"Obi-Wan Kenobi";180,65;83,12
"Apto";"Aayla Secura";181,15;84,2
"Apto";"Shaak Ti";180,95;83,69
"Apto";"Obi-Wan Kenobi";181;84,19
"Apto";"Aayla Secura";180,64;83,61
"Apto";"Mace Windu";180,81;83,13
"Apto";"Yoda";180,22;84,01
"Apto";"Yoda";180,1;84,21
"Apto";"Mace Windu";180,15;83,82
"Defeituoso";"Shaak Ti";180,29;83,07
"Apto";"Mace Windu";180,15;83,65
"Defeituoso";"Yoda";180,53;83,17
"Apto";"Mace Windu";181,14;83,51
"Apto";"Yoda";180,38;83,99
"Apto";"Yoda";181,11;84,2
"Apto";"Shaak Ti";180,7;83,79
"Apto";"Shaak Ti";180,23;84,09
"Apto";"Shaak Ti";180,66;83,93
"Apto";"Mace Windu";180,81;83,99
"Apto";"Shaak Ti";180,97;83,57
"Apto";"Shaak Ti";181,06;83,41
"Apto";"Yoda";181,01;83,78
"Apto";"Shaak Ti";181,02;83,48
"Apto";"Shaak Ti";180,77;83,38
"Apto";"Yoda";180,65;84,48
"Apto";"Obi-Wan Kenobi";180,72;83,74
"Apto";"Yoda";180,73;84,13
"Apto";"Yoda";180,94;83,79
"Apto";"Yoda";180,74;83,28
"Apto";"Aayla Secura";180,17;83,99
"Defeituoso";"Yoda";180,54;83,03
"Apto";"Mace Windu";180,13;83,95
"Apto";"Aayla Secura";181,09;84,25
"Apto";"Aayla Secura";181,01;83,7
"Apto";"Aayla Secura";180,13;83,04
"Apto";"Yoda";180,16;83,93
"Apto";"Obi-Wan Kenobi";181,17;83,41
"Apto";"Yoda";180,97;83,83
"Apto";"Obi-Wan Kenobi";180,16;83,16
"Apto";"Yoda";180,94;83,56
"Apto";"Mace Windu";180,14;84,19
"Apto";"Aayla Secura";180,25;83,81
"Apto";"Obi-Wan Kenobi";180,54;83,99
"Apto";"Mace Windu";180,04;84,22
"Apto";"Yoda";180,63;84,22
"Apto";"Shaak Ti";181,01;83,07
"Apto";"Shaak Ti";180,73;83,68
"Apto";"Mace Windu";180,48;83,05
"Apto";"Aayla Secura";180,24;84,21
"Apto";"Shaak Ti";180,96;83,9
"Apto";"Yoda";180,9;83,11
"Apto";"Obi-Wan Kenobi";180,51;83,48
"Apto";"Obi-Wan Kenobi";181,11;84,38
"Apto";"Shaak Ti";181,12;83,18
"Apto";"Obi-Wan Kenobi";181,16;84,34
"Apto";"Yoda";181,04;84,45
"Apto";"Aayla Secura";180,9;83,63
"Apto";"Shaak Ti";180,24;83,98
"Apto";"Shaak Ti";180,03;84,31
"Apto";"Mace Windu";180,78;83,65
"Apto";"Yoda";180,8;83,62
"Apto";"Mace Windu";180,65;84,05
"Apto";"Aayla Secura";181,04;83,96
"Apto";"Aayla Secura";180,23;83,96
"Apto";"Mace Windu";180,69;83,91
"Apto";"Aayla Secura";180,83;83,71
"Apto";"Obi-Wan Kenobi";180,68;83,76
"Apto";"Yoda";181,1;84,27
"Apto";"Yoda";181,14;83,47
"Apto";"Obi-Wan Kenobi";180,04;83,33
"Apto";"Aayla Secura";181,18;83,38
"Apto";"Shaak Ti";180,27;83,56
"Defeituoso";"Shaak Ti";180,38;83,27
"Apto";"Aayla Secura";180,88;84,29
"Apto";"Shaak Ti";180,72;83,49
"Apto";"Yoda";181,15;83,52
"Defeituoso";"Shaak Ti";180,52;83,24
"Apto";"Shaak Ti";181,19;83,89
"Apto";"Aayla Secura";180,41;83,85
"Apto";"Shaak Ti";181,14;84,34
"Apto";"Shaak Ti";180,92;83,54
"Apto";"Shaak Ti";180,83;83,6
"Apto";"Aayla Secura";180,88;84,31
"Defeituoso";"Shaak Ti";180,45;83,22
"Apto";"Aayla Secura";180,25;84,2
"Apto";"Yoda";180,59;83,01
"Apto";"Shaak Ti";180,89;83,11
"Apto";"Aayla Secura";180,09;83,74
"Apto";"Aayla Secura";181,07;83,01
"Apto";"Yoda";180,65;83,26
"Apto";"Obi-Wan Kenobi";180,04;84,4
"Apto";"Aayla Secura";180,96;84,03
"Apto";"Obi-Wan Kenobi";181,09;84,39
"Apto";"Shaak Ti";180,19;83,82
"Apto";"Aayla Secura";180,27;83,28
"Apto";"Yoda";181,2;83,86
"Apto";"Aayla Secura";181,16;83,54
"Apto";"Aayla Secura";180,06;83,33
"Apto";"Shaak Ti";180,71;84,09
"Apto";"Shaak Ti";180,09;84,35
"Apto";"Aayla Secura";181,1;84,47
"Apto";"Obi-Wan Kenobi";180,19;83,43
"Apto";"Aayla Secura";180,77;84,17
"Apto";"Aayla Secura";180,41;83,18
"Apto";"Mace Windu";180,89;83,33
"Apto";"Shaak Ti";181,13;83,98
"Apto";"Aayla Secura";180,12;83,89
"Apto";"Mace Windu";180,23;84,13
"Apto";"Aayla Secura";180,02;84,03
"Apto";"Mace Windu";180,43;83,34
"Apto";"Obi-Wan Kenobi";180,59;83,78
"Apto";"Aayla Secura";180,74;84,01
"Apto";"Shaak Ti";180,35;84,18
"Apto";"Aayla Secura";180,27;83,28
"Apto";"Obi-Wan Kenobi";180;83,75
"Apto";"Shaak Ti";180,86;83,15
"Apto";"Yoda";180,41;83,45
"Apto";"Shaak Ti";180,75;83,31
"Apto";"Obi-Wan Kenobi";180,41;84,14
"Apto";"Shaak Ti";180,73;83,09
"Apto";"Aayla Secura";180,62;83,69
"Apto";"Mace Windu";180,67;83,34
"Apto";"Obi-Wan Kenobi";180,62;83,23
"Apto";"Shaak Ti";180,57;84,02
"Apto";"Mace Windu";180,23;84,44
"Apto";"Obi-Wan Kenobi";180,48;83,17
"Apto";"Mace Windu";180,71;83,79
"Apto";"Yoda";180,51;84,13
"Apto";"Yoda";180,08;83,22
"Apto";"Shaak Ti";180,01;84,13
"Apto";"Mace Windu";181,03;83,02
"Apto";"Aayla Secura";180,97;83,82
"Apto";"Mace Windu";180,31;83,92
"Apto";"Shaak Ti";180,48;83,66
"Apto";"Obi-Wan Kenobi";180,13;83,83
"Apto";"Yoda";180,94;83,29
"Apto";"Shaak Ti";180,17;83,26
"Apto";"Shaak Ti";180,15;84,4
"Apto";"Shaak Ti";181,2;83,79
"Apto";"Shaak Ti";180,53;83,98
"Apto";"Shaak Ti";180,79;84,48
"Apto";"Obi-Wan Kenobi";180,27;84,23
"Apto";"Yoda";180,61;84,41
"Apto";"Aayla Secura";180,02;83,62
"Apto";"Shaak Ti";180,07;83,14
"Apto";"Shaak Ti";180,99;83,66
"Defeituoso";"Shaak Ti";180,45;83,04
"Apto";"Aayla Secura";181,19;83,6
"Apto";"Mace Windu";180,46;83,15
"Apto";"Obi-Wan Kenobi";180,2;83,86
"Apto";"Obi-Wan Kenobi";180,1;83,15
"Apto";"Aayla Secura";180,33;83,06
"Apto";"Obi-Wan Kenobi";180,86;83,12
"Defeituoso";"Yoda";180,52;83,36
"Apto";"Shaak Ti";180,76;83,5
"Apto";"Aayla Secura";181,01;83,01
"Apto";"Mace Windu";180,71;83,57
"Apto";"Mace Windu";180,75;83,99
"Apto";"Obi-Wan Kenobi";180,4;83,59
"Apto";"Aayla Secura";180,92;83,26
"Apto";"Obi-Wan Kenobi";180,07;83,88
"Apto";"Shaak Ti";181,19;84,48
"Apto";"Obi-Wan Kenobi";180,85;83,34
"Apto";"Yoda";180,34;84,07
"Defeituoso";"Yoda";180,52;83,26
"Defeituoso";"Shaak Ti";180,45;83,2
"Apto";"Mace Windu";180,14;84,31
"Apto";"Obi-Wan Kenobi";180,82;84,48
"Apto";"Yoda";181,01;83,33
"Defeituoso";"Shaak Ti";180,37;83,16
"Apto";"Obi-Wan Kenobi";180,32;84,18
"Apto";"Obi-Wan Kenobi";181,01;83,83
"Apto";"Yoda";180,5;83,47
"Apto";"Aayla Secura";180,76;83,24
"Apto";"Shaak Ti";180,17;84,09
"Apto";"Yoda";181,04;84,18
"Apto";"Shaak Ti";180,7;83,43
"Apto";"Aayla Secura";180,8;84,44
"Apto";"Yoda";180,2;84,15
"Apto";"Yoda";181,09;83,25
"Apto";"Aayla Secura";180,57;83,11
"Apto";"Obi-Wan Kenobi";180,17;83,49
"Apto";"Mace Windu";181,14;83,72
"Defeituoso";"Shaak Ti";180,33;83,15
"Apto";"Aayla Secura";180,56;83,93
"Apto";"Obi-Wan Kenobi";180,82;84,33
"Apto";"Obi-Wan Kenobi";180,3;83,55
"Apto";"Aayla Secura";180,74;84,03
"Apto";"Aayla Secura";181,02;83,19
"Apto";"Aayla Secura";180,89;83,83
"Defeituoso";"Shaak Ti";180,38;83,39
"Apto";"Obi-Wan Kenobi";180,87;83,29
"Apto";"Obi-Wan Kenobi";180,01;84,37
"Defeituoso";"Shaak Ti";180,33;83,33
"Defeituoso";"Yoda";180,41;83,24
"Defeituoso";"Yoda";180,32;83,33
"Defeituoso";"Shaak Ti";180,41;83,4
"Apto";"Yoda";181,18;84,3
"Apto";"Obi-Wan Kenobi";180,58;84,32
"Defeituoso";"Yoda";180,25;83,17
"Apto";"Aayla Secura";180,26;83,26
"Apto";"Shaak Ti";180,43;83,61
"Apto";"Mace Windu";180,59;84,43
"Apto";"Aayla Secura";180,9;83,8
"Apto";"Yoda";180,58;84,35
"Apto";"Obi-Wan Kenobi";180,64;83,1
"Apto";"Shaak Ti";181,01;84,41
"Apto";"Obi-Wan Kenobi";180,3;83,37
"Apto";"Mace Windu";180,67;83,87
"Apto";"Mace Windu";180,53;83,02
"Apto";"Obi-Wan Kenobi";180,65;83,78
"Apto";"Shaak Ti";180,32;84,03
"Apto";"Mace Windu";180,24;83,29
"Apto";"Aayla Secura";180,48;84,05
"Apto";"Mace Windu";180,42;84,03
"Apto";"Mace Windu";180,32;83,59
"Apto";"Shaak Ti";180,83;83,16
"Apto";"Mace Windu";180,72;84,33
"Apto";"Shaak Ti";180,29;83,91
"Apto";"Yoda";180,48;83,6
"Apto";"Aayla Secura";180,78;83,76
"Apto";"Mace Windu";180,07;83,94
"Apto";"Mace Windu";180,53;84,08
"Apto";"Yoda";181,09;84,22
"Apto";"Aayla Secura";180,89;83,22
"Apto";"Mace Windu";180,85;83,48
"Apto";"Shaak Ti";181,17;83,27
"Apto";"Shaak Ti";180,71;84
"Apto";"Obi-Wan Kenobi";180,94;83,93
"Apto";"Mace Windu";180,82;83,62
"Apto";"Obi-Wan Kenobi";180,01;83,37
"Apto";"Obi-Wan Kenobi";180,78;83,47
"Apto";"Mace Windu";180,63;83,23
"Apto";"Mace Windu";181,03;83,68
"Apto";"Yoda";180,57;84,2
"Apto";"Aayla Secura";180,52;83,26
"Defeituoso";"Shaak Ti";180,47;83
