administracao,categoria_despesa,cd_anoexecucao,cd_despesa,cd_elemento,cd_exercicio,cd_fonte,cd_funcao,cd_modalidade,cd_orgao,cd_programa,cd_subfuncao,cd_unidade,codigo,dataextracao,datafinal,datainicial,ds_categoria,ds_despesa,ds_fonte,ds_funcao,ds_grupo,ds_modalidade,ds_orgao,ds_programa,ds_projeto_atividade,ds_subfuncao,ds_unidade,estado,grupo_despesa,latitude,longitude,pa,papa,projetoatividade,sigla_orgao,sld_orcado_ano,vl_atualizado,vl_congeladoliquido,vl_empenhadoliquido,vl_liquidado,vl_pago,vl_reservadoliquido
Indireta,3,2017,31901100,11,2017,0,13,90,85,3024,122,10,2017.85.10.13.122.3024.31901100.90.11.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Vencimentos e Vantagens Fixas - Pessoal Civil                                                                                                                                                                                                                 ,Tesouro Municipal,Cultura,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,1,,,Atividades,Pessoal,2100,FTM       ,1501226.0,1501226.0,0.0,397184.25,397184.24,397184.24,1501226.0
Indireta,3,2017,33503900,39,2017,0,13,50,85,3024,122,10,2017.85.10.13.122.3024.33503900.50.39.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Atividades,2100,FTM       ,307171.0,307171.0,76792.75,217417.5,74850.39,74850.39,230378.25
Indireta,3,2017,33903600,36,2017,0,13,90,85,3001,392,10,2017.85.10.13.392.3001.33903600.90.36.0.6434,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Física                                                                                                                                                                                                                  ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de formação das Escolas de Música e Dança do Theatro Municipal e da Praça das Artes                                                                                                                                                                     ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,liquidado,3,-23.56,-46.751,Atividades,Atividades,6434,FTM       ,11285745.0,11285745.0,2821436.25,7369492.96,3513807.25,2651006.29,7461967.32
Indireta,3,2017,31911300,13,2017,0,13,91,85,3024,122,10,2017.85.10.13.122.3024.31911300.91.13.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Obrigações Patronais                                                                                                                                                                                                                                          ,Tesouro Municipal,Cultura,PESSOAL E ENCARGOS SOCIAIS,"Apl.Dir.Dec.Op. entre Órgãos,Fundos e Ent.Int.Orç.Fiscal e Seg.Social",Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,1,,,Atividades,Pessoal,2100,FTM       ,20000.0,20000.0,0.0,20000.0,2830.16,2830.16,20000.0
Indireta,3,2017,33503900,39,2017,0,13,50,85,3001,392,10,2017.85.10.13.392.3001.33503900.50.39.0.6438,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de Difusão Cultural do Theatro Municipal - Programação Artística                                                                                                                                                                                        ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Atividades,6438,FTM       ,11887293.0,11887293.0,2971823.25,2927925.09,2927925.09,2927925.09,2927925.09
Indireta,3,2017,33503900,39,2017,0,13,50,85,3001,392,10,2017.85.10.13.392.3001.33503900.50.39.0.6491,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de Difusão Cultural do Theatro Municipal - Patrimônio                                                                                                                                                                                                   ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Atividades,6491,FTM       ,5414800.0,5414800.0,1353700.0,3177950.1,3177950.1,3177950.1,3177950.1
Indireta,3,2017,33903900,39,2017,6,13,90,85,3001,392,10,2017.85.10.13.392.3001.33903900.90.39.6.6432,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Recursos Próprios da Administração Indireta,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de difusão cultural da Praça das Artes                                                                                                                                                                                                                  ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,atualizado,3,-23.56,-46.751,Atividades,Atividades,6432,FTM       ,2100000.0,2100000.0,2087400.0,0.0,0.0,0.0,0.0
Indireta,3,2017,31901300,13,2017,0,13,90,85,3024,122,10,2017.85.10.13.122.3024.31901300.90.13.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Obrigações Patronais                                                                                                                                                                                                                                          ,Tesouro Municipal,Cultura,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,1,,,Atividades,Pessoal,2100,FTM       ,349912.0,349912.0,0.0,349912.0,76103.15,57161.0,349912.0
Indireta,3,2017,33503900,39,2017,6,13,50,85,3001,392,10,2017.85.10.13.392.3001.33503900.50.39.6.6438,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Recursos Próprios da Administração Indireta,Cultura,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de Difusão Cultural do Theatro Municipal - Programação Artística                                                                                                                                                                                        ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,atualizado,3,,,Atividades,Atividades,6438,FTM       ,8900000.0,8900000.0,8846600.0,0.0,0.0,0.0,0.0
Indireta,4,2017,44905200,52,2017,0,13,90,85,3024,122,10,2017.85.10.13.122.3024.44905200.90.52.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Equipamentos e Material Permanente                                                                                                                                                                                                                            ,Tesouro Municipal,Cultura,INVESTIMENTOS,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,atualizado,4,,,Atividades,Atividades,2100,FTM       ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
Indireta,3,2017,33904600,46,2017,0,13,90,85,3024,122,10,2017.85.10.13.122.3024.33904600.90.46.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Auxílio-Alimentação                                                                                                                                                                                                                                           ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Auxílios,2100,FTM       ,366241.0,366241.0,0.0,134229.65,134229.65,134229.65,366241.0
Indireta,3,2017,33903000,30,2017,0,13,90,85,3024,122,10,2017.85.10.13.122.3024.33903000.90.30.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Atividades,2100,FTM       ,243303.0,243303.0,60825.75,8134.96,5883.56,5211.64,181983.24
Indireta,3,2017,33903900,39,2017,0,13,90,85,3001,392,10,2017.85.10.13.392.3001.33903900.90.39.0.6434,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de formação das Escolas de Música e Dança do Theatro Municipal e da Praça das Artes                                                                                                                                                                     ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,liquidado,3,-23.56,-46.751,Atividades,Atividades,6434,FTM       ,174002.0,174002.0,43500.5,41650.0,41650.0,34650.0,41650.0
Indireta,3,2017,33503900,39,2017,0,13,50,85,3001,122,10,2017.85.10.13.122.3001.33503900.50.39.0.6439,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de Difusão Cultural do Theatro Municipal - Administrativos                                                                                                                                                                                              ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Atividades,6439,FTM       ,3810614.0,3810614.0,952653.5,2155725.06,2155725.06,2155725.06,2155725.06
Indireta,3,2017,33503900,39,2017,0,13,50,85,3001,392,10,2017.85.10.13.392.3001.33503900.50.39.0.6490,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Transferências a Instituições Privadas sem fins Lucrativos,Fundação Theatro Municipal de São Paulo,Acesso à cultura,"Ações de Difusão Cultural do Theatro Municipal - Grupos Artísticos, Técnicos e Administrativos                                                                                                                                                                ",Difusão Cultural,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Atividades,6490,FTM       ,66887293.0,66887293.0,16721823.25,23938200.75,23938200.75,23938200.75,23938200.75
Indireta,3,2017,33904700,47,2017,0,13,90,85,3001,392,10,2017.85.10.13.392.3001.33904700.90.47.0.6434,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Obrigações Tributárias e Contributivas                                                                                                                                                                                                                        ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de formação das Escolas de Música e Dança do Theatro Municipal e da Praça das Artes                                                                                                                                                                     ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,liquidado,3,-23.56,-46.751,Atividades,Atividades,6434,FTM       ,1799758.0,1799758.0,449939.5,1348393.5,622206.62,477792.42,1349818.5
Indireta,3,2017,33903000,30,2017,0,13,90,85,3001,392,10,2017.85.10.13.392.3001.33903000.90.30.0.6434,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de formação das Escolas de Música e Dança do Theatro Municipal e da Praça das Artes                                                                                                                                                                     ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,atualizado,3,-23.56,-46.751,Atividades,Atividades,6434,FTM       ,11777.0,11777.0,2944.25,0.0,0.0,0.0,0.0
Indireta,3,2017,33904700,47,2017,0,13,90,85,3024,122,10,2017.85.10.13.122.3024.33904700.90.47.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Obrigações Tributárias e Contributivas                                                                                                                                                                                                                        ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,Fundação Theatro Municipal de São Paulo,liquidado,3,,,Atividades,Atividades,2100,FTM       ,40000.0,40000.0,10000.0,30000.0,478.97,369.34,30000.0
Indireta,3,2017,33903900,39,2017,6,13,90,85,3001,392,10,2017.85.10.13.392.3001.33903900.90.39.6.6434,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Recursos Próprios da Administração Indireta,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de formação das Escolas de Música e Dança do Theatro Municipal e da Praça das Artes                                                                                                                                                                     ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,atualizado,3,-23.56,-46.751,Atividades,Atividades,6434,FTM       ,400000.0,400000.0,397600.0,0.0,0.0,0.0,0.0
Indireta,3,2017,33903900,39,2017,0,13,90,85,3001,392,10,2017.85.10.13.392.3001.33903900.90.39.0.6432,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Cultura,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundação Theatro Municipal de São Paulo,Acesso à cultura,Ações de difusão cultural da Praça das Artes                                                                                                                                                                                                                  ,Difusão Cultural,Fundação Theatro Municipal de São Paulo,atualizado,3,-23.56,-46.751,Atividades,Atividades,6432,FTM       ,666000.0,666000.0,166500.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,3,16,90,86,3002,451,14,2017.86.14.16.451.3002.44905100.90.51.3.3357,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Acesso à Moradia Adequada ,Urbanização de Favelas                                                                                                                                                                                                                                        ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal da Habitação,empenhado,4,-23.557,-46.692,Projetos,Projetos,3357,FMSAI     ,82863311.0,82863311.0,3031281.0,17624944.36,0.0,0.0,17624944.36
Direta,4,2017,44903900,39,2017,3,17,90,86,3008,451,22,2017.86.22.17.451.3008.44903900.90.39.3.5013,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Transferências Estaduais,Saneamento,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Melhoria da drenagem urbana e proteção das bacias hidrográficas,Intervenções de controle de cheias em bacias de córregos                                                                                                                                                                                                      ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal de Infraestrutura Urbana e Obras,liquidado,4,-23.59,-46.657,Projetos,Projetos,5013,FMSAI     ,34726147.0,34726147.0,19431794.31,15294352.69,4558675.03,2384581.25,15294352.69
Direta,4,2017,44905100,51,2017,3,16,90,86,3020,482,14,2017.86.14.16.482.3020.44905100.90.51.3.3355,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Proteção dos recursos naturais da cidade,Execução do Programa de Mananciais                                                                                                                                                                                                                            ,Habitação Urbana,FMSAI - Secretaria Municipal da Habitação,empenhado,4,,,Projetos,Projetos,3355,FMSAI     ,23629814.0,23629814.0,83898.75,4495536.38,0.0,0.0,4495536.38
Direta,4,2017,44905100,51,2017,3,15,90,86,3022,543,11,2017.86.11.15.543.3022.44905100.90.51.3.1193,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Urbanismo,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Requalificação e promoção da ocupação dos espaços públicos,Obras e Serviços nas Áreas de Riscos Geológicos                                                                                                                                                                                                               ,Recuperação de Áreas Degradadas,FMSAI -  Secretaria do Governo Municipal,atualizado,4,,,Projetos,Projetos,1193,FMSAI     ,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44903900,39,2017,3,16,90,86,3002,451,14,2017.86.14.16.451.3002.44903900.90.39.3.3357,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Acesso à Moradia Adequada ,Urbanização de Favelas                                                                                                                                                                                                                                        ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal da Habitação,empenhado,4,-23.557,-46.692,Projetos,Projetos,3357,FMSAI     ,8379104.0,11346250.0,0.0,4907582.04,0.0,0.0,4907582.04
Direta,4,2017,44906100,61,2017,3,17,90,86,3008,451,22,2017.86.22.17.451.3008.44906100.90.61.3.5013,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Aquisição de Imóveis                                                                                                                                                                                                                                          ,Transferências Estaduais,Saneamento,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Melhoria da drenagem urbana e proteção das bacias hidrográficas,Intervenções de controle de cheias em bacias de córregos                                                                                                                                                                                                      ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal de Infraestrutura Urbana e Obras,liquidado,4,-23.59,-46.657,Projetos,Projetos,5013,FMSAI     ,50000000.0,50000000.0,19017272.79,2113810.38,2086500.8,2086500.8,3105974.51
Direta,4,2017,44903900,39,2017,3,17,90,86,3008,451,12,2017.86.12.17.451.3008.44903900.90.39.3.5013,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Transferências Estaduais,Saneamento,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Melhoria da drenagem urbana e proteção das bacias hidrográficas,Intervenções de controle de cheias em bacias de córregos                                                                                                                                                                                                      ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal de Coordenação das Subprefeituras,atualizado,4,-23.59,-46.657,Projetos,Projetos,5013,FMSAI     ,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44903900,39,2017,3,16,90,86,3020,482,14,2017.86.14.16.482.3020.44903900.90.39.3.3355,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Proteção dos recursos naturais da cidade,Execução do Programa de Mananciais                                                                                                                                                                                                                            ,Habitação Urbana,FMSAI - Secretaria Municipal da Habitação,empenhado,4,,,Projetos,Projetos,3355,FMSAI     ,2599000.0,4913738.8,0.0,3570287.88,0.0,0.0,3570287.88
Direta,4,2017,44905100,51,2017,3,16,90,86,3002,451,14,2017.86.14.16.451.3002.44905100.90.51.3.3356,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Acesso à Moradia Adequada ,Regularização Fundiária                                                                                                                                                                                                                                       ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal da Habitação,empenhado,4,,,Projetos,Projetos,3356,FMSAI     ,23371420.0,17633417.2,1025727.2,4412086.89,0.0,0.0,4412086.89
Direta,4,2017,44906100,61,2017,3,16,90,86,3002,451,14,2017.86.14.16.451.3002.44906100.90.61.3.3354,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Aquisição de Imóveis                                                                                                                                                                                                                                          ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Acesso à Moradia Adequada ,Construção de Unidades Habitacionais                                                                                                                                                                                                                          ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal da Habitação,atualizado,4,,,Projetos,Projetos,3354,FMSAI     ,16832343.0,16832343.0,0.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,16,90,86,3002,451,14,2017.86.14.16.451.3002.44905100.90.51.0.1229,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Acesso à Moradia Adequada ,"Urbanização da Favela Jardim Damasceno com Implantação de Área de Lazer, Equipamentos para Terceira Idade, Ginásio Poliesportivo e Playground, localizada na Rua Gregorio Pomar com Felício Malabia                                                           ",Infra-Estrutura Urbana,FMSAI - Secretaria Municipal da Habitação,atualizado,4,,,Projetos,Projetos,1229,FMSAI     ,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,3,17,90,86,3008,451,12,2017.86.12.17.451.3008.44905100.90.51.3.5013,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Saneamento,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Melhoria da drenagem urbana e proteção das bacias hidrográficas,Intervenções de controle de cheias em bacias de córregos                                                                                                                                                                                                      ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal de Coordenação das Subprefeituras,atualizado,4,-23.59,-46.657,Projetos,Projetos,5013,FMSAI     ,10469000.0,10469000.0,10469000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,3,15,90,86,3022,543,12,2017.86.12.15.543.3022.44905100.90.51.3.1193,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Urbanismo,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Requalificação e promoção da ocupação dos espaços públicos,Obras e Serviços nas Áreas de Riscos Geológicos                                                                                                                                                                                                               ,Recuperação de Áreas Degradadas,FMSAI - Secretaria Municipal de Coordenação das Subprefeituras,atualizado,4,,,Projetos,Projetos,1193,FMSAI     ,9530000.0,9530000.0,9530000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,3,17,90,86,3008,451,22,2017.86.22.17.451.3008.44905100.90.51.3.5013,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Saneamento,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Melhoria da drenagem urbana e proteção das bacias hidrográficas,Intervenções de controle de cheias em bacias de córregos                                                                                                                                                                                                      ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal de Infraestrutura Urbana e Obras,empenhado,4,-23.59,-46.657,Projetos,Projetos,5013,FMSAI     ,42518119.0,42518119.0,18211519.38,17161277.62,0.0,0.0,24306599.62
Direta,4,2017,44905100,51,2017,3,17,90,86,3008,451,22,2017.86.22.17.451.3008.44905100.90.51.3.1234,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Saneamento,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Melhoria da drenagem urbana e proteção das bacias hidrográficas,Canalização do Córrego Ponte Baixa                                                                                                                                                                                                                            ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal de Infraestrutura Urbana e Obras,liquidado,4,-23.668,-46.734,Projetos,Projetos,1234,FMSAI     ,40000000.0,40000000.0,0.0,34481094.92,1335978.66,1335978.66,34481094.92
Direta,3,2017,33903900,39,2017,3,18,90,86,3020,541,27,2017.86.27.18.541.3020.33903900.90.39.3.6678,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Transferências Estaduais,Gestão Ambiental,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Proteção dos recursos naturais da cidade,"Operação, Manutenção e Conservação de Parques                                                                                                                                                                                                                 ",Preservação e Conservação Ambiental,Secretaria Municipal do Verde e Meio Ambiente,atualizado,3,-23.669,-46.783,Atividades,Atividades,6678,FMSAI     ,30000000.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44903900,39,2017,3,16,90,86,3002,451,14,2017.86.14.16.451.3002.44903900.90.39.3.3356,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Transferências Estaduais,Habitação,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Acesso à Moradia Adequada ,Regularização Fundiária                                                                                                                                                                                                                                       ,Infra-Estrutura Urbana,FMSAI - Secretaria Municipal da Habitação,empenhado,4,,,Projetos,Projetos,3356,FMSAI     ,12313742.0,12769860.0,0.0,8000000.0,0.0,0.0,8000000.0
Direta,4,2017,44905100,51,2017,3,18,90,86,3020,541,27,2017.86.27.18.541.3020.44905100.90.51.3.1320,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Transferências Estaduais,Gestão Ambiental,INVESTIMENTOS,Aplicações Diretas,Fundo Municipal de Saneamento Ambiental e Infraestrutura,Proteção dos recursos naturais da cidade,"Implantação do Parque dos Búfalos, com ATI, Playground, Quadra Poliesportiva e Pista de Skate, localizado em Área Pública Municipal na Rua David Peres nº 235 x com a Rua Salvador Dalí - Jardim Apurá - Pedreira                                             ",Preservação e Conservação Ambiental,Secretaria Municipal do Verde e Meio Ambiente,atualizado,4,-23.712,-46.658,Projetos,Projetos,1320,FMSAI     ,3000000.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0
